collection_time,station_id,station_name,latitude,longitude,observation_time,rain_current_mm,rain_24hr_mm,temperature,humidity,pressure,wind_speed
2026-06-30 07:04:45,54,Sasmira Road,,,2026-06-30 12:30:00.0,0.00,15.8,28.3,88,1016.1,0.0
2026-06-30 07:04:46,27,Sea Link Bandra,,,2026-06-30 12:30:00.0,0.00,35,28.2,90,1003.8,0.0
2026-06-30 07:04:47,23,Senapati Bapat Marg,,,2026-06-30 12:30:00.0,0.00,23,27.6,93,1004.9,3.2
2026-06-30 07:04:48,112,Sewri Rly. Stn.,,,2026-06-30 12:30:00.0,0.00,26,27.2,93,1004.3,0.0
2026-06-30 07:04:49,25,"Shatabdi Hospital, Kandivli",,,2026-03-14 13:15:00.0,0.00,0,33.9,60,1009.9,6.4
2026-06-30 07:04:50,132,Shivaji Nagar New Bus Depot,,,2026-06-30 12:30:00.0,0.00,51.6,26.7,93,1004.5,0.0
2026-06-30 07:04:51,132,Shivaji Nagar Post Office ,,,2026-06-30 12:30:00.0,0.00,51.6,26.7,93,1004.5,0.0
2026-06-30 07:04:52,120,Siddhivinyak Temple,,,2026-06-30 12:30:00.0,0.00,17.8,27.9,93,1004.4,0.0
2026-06-30 07:04:53,21,Sion Koliwada,,,2026-06-30 12:30:00.0,0.00,36.55,26.6,100,1005.9,1.6
2026-06-30 07:04:54,127,Swastik Park,,,2026-06-30 12:30:00.0,0.00,50.4,27.1,95,1004.7,4.8
2026-06-30 07:04:55,144,"Tagore Nagar, Vikhroli",,,2026-06-30 12:00:00.0,7.00,47.6,27.3,93,1005.5,6.4
2026-06-30 07:04:56,67,"Tagore Nagar,Vikroli",,,2026-06-30 12:30:00.0,0.00,49.4,26.9,94,1005.0,0.0
2026-06-30 07:04:57,154,"Tata Colony, Mulund",,,2026-06-30 12:30:00.0,0.00,51,26.4,94,1005.4,4.8
2026-06-30 07:04:58,153,Tembipada,,,2026-06-29 16:15:00.0,0.00,1.6,28.7,78,997.7,8.0
2026-06-30 07:04:59,43,Thakur Complex,,,2026-06-30 12:30:00.0,0.00,14.2,28.3,85,1004.4,3.2
2026-06-30 07:05:00,130,The Bandra Gymkhana,,,2026-06-30 12:30:00.0,0.00,27,27.3,92,1004.1,1.6
2026-06-30 07:05:01,131,"Trade Center, BKC",,,2026-06-30 12:30:00.0,0.00,41,27.4,91,1005.5,1.6
2026-06-30 07:05:01,118,Trombay ,,,2026-06-30 12:30:00.0,0.00,70,25.7,93,1005.2,1.6
2026-06-30 07:05:02,118,Trombay Koliwada,,,2026-06-30 12:30:00.0,0.00,70,25.7,93,1005.2,1.6
2026-06-30 07:05:03,123,Trombay Police Stn.,,,2026-06-30 12:30:00.0,0.20,78.2,26.4,94,1004.0,1.6
2026-06-30 07:05:04,161,"Uday Nagar, Mulund",,,2026-06-30 12:00:00.0,10.20,81.2,26.7,95,1000.1,1.6
2026-06-30 07:05:05,29,V N Desai Municipal Hospital,,,2026-06-30 12:30:00.0,0.00,21.32,26.0,90,1006.9,3.2
2026-06-30 07:05:06,135,Vakola Police Stn.,,,2026-06-30 12:30:00.0,0.00,28.6,27.7,89,1005.1,4.8
2026-06-30 07:05:07,145,Versova Beach,,,2026-06-30 12:30:00.0,0.00,6,29.1,82,1030.7,12.9
2026-06-30 07:05:08,141,Versova Metro Stn.,,,2026-06-30 12:30:00.0,0.00,9.2,28.4,87,1005.6,3.2
2026-06-30 07:05:09,145,Versova Village,,,2026-06-30 12:30:00.0,0.00,6,29.1,82,1030.7,12.9
2026-06-30 07:05:10,147,Vihar Lake ,,,2026-06-25 11:00:00.0,0.60,0,29.0,89,1001.2,1.6
2026-06-30 07:05:11,51,Vikhroli,,,2026-06-30 10:45:00.0,0.00,0,0.0,0.0,1007.5,0.0
2026-06-30 07:05:12,51,Vikhroli Park Site,,,2026-06-30 10:45:00.0,0.00,0,0.0,0.0,1007.5,0.0
2026-06-30 07:05:13,144,Vikhroli Rly. Stn.,,,2026-06-30 12:00:00.0,7.00,47.6,27.3,93,1005.5,6.4
2026-06-30 07:05:14,52,Vileparle Rly. Stn. West,,,2026-06-30 12:30:00.0,0.00,17.8,26.3,96,1005.6,0.0
2026-06-30 07:05:15,117,Wadala Rly. Stn,,,2026-06-30 12:30:00.0,0.00,45.4,26.9,95,1005.2,1.6
2026-06-30 07:05:16,61,Walkeshwar,,,2026-06-30 12:30:00.0,0.00,41,26.5,92,1006.2,0.0
2026-06-30 07:05:16,111,Walkeshwar Temple,,,2026-06-30 12:30:00.0,0.00,29,27.2,90,1006.4,4.8
2026-06-30 07:05:17,54,Worli,,,2026-06-30 12:30:00.0,0.00,15.8,28.3,88,1016.1,0.0
2026-06-30 07:05:18,113,Worli BDD Chawl,,,2026-06-30 12:30:00.0,0.00,17.6,27.6,89,1005.5,1.6
2026-06-30 07:05:19,119,Worli Koliwada,,,2026-06-30 12:30:00.0,0.00,12.8,27.9,84,1004.8,1.6
2026-06-30 07:05:20,116,Worli Police Colony,,,2026-06-30 12:30:00.0,0.00,15.4,28.1,86,1004.2,3.2
2026-06-30 07:05:21,116,Worli Sea Face,,,2026-06-30 12:30:00.0,0.00,15.4,28.1,86,1004.2,3.2
2026-06-30 07:05:22,166,"Yogi Nagar,Borivali (W)",,,2026-04-04 13:30:00.0,0.00,0,32.6,49,1008.4,6.4
